assignmentid	workerid	rt	evidence_type	language	age	gender	trial	enjoyment	asses	comments	Answer.time_in_minutes	response	evidence	item	Directness	EvidenceTypeCategorical
3ZSANO2JCF68O0XB24AD6NPFZAWSFZ	11	11837	evidence3	English	22	Female	9	1	Yes		2.2225	must	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
3ZSANO2JCF68O0XB24AD6NPFZAWSFZ	11	10630	evidence5	English	22	Female	10	1	Yes		2.2225	might	You're hungry.	dinner	0.563333333333333	wishful
3ZSANO2JCF68O0XB24AD6NPFZAWSFZ	11	10988	evidence2	English	22	Female	11	1	Yes		2.2225	probably	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
3ZSANO2JCF68O0XB24AD6NPFZAWSFZ	11	5868	evidence2	English	22	Female	12	1	Yes		2.2225	probably	You hear the sound of water dripping on the roof.	rain	0.9175	inferential
3EO896NRAWUP82WMAU6OVQDTU0STJT	12	20129	evidence3	English	21	Female	1	1	Yes		3.73625	must	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
3EO896NRAWUP82WMAU6OVQDTU0STJT	12	10433	evidence1	English	21	Female	2	1	Yes		3.73625	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3EO896NRAWUP82WMAU6OVQDTU0STJT	12	22181	evidence5	English	21	Female	3	1	Yes		3.73625	might	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
3EO896NRAWUP82WMAU6OVQDTU0STJT	12	15118	evidence4	English	21	Female	4	1	Yes		3.73625	probably	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3EO896NRAWUP82WMAU6OVQDTU0STJT	12	10549	evidence3	English	21	Female	5	1	Yes		3.73625	probably	Dinner is usually ready at around 6pm. You look at the clock and it is 6pm.	dinner	0.85	inferential
3EO896NRAWUP82WMAU6OVQDTU0STJT	12	10315	evidence1	English	21	Female	6	1	Yes		3.73625	bare	You look out the window and see raindrops falling from the sky.	rain	0.935454545454545	perceptual
3EO896NRAWUP82WMAU6OVQDTU0STJT	12	16031	evidence2	English	21	Female	7	1	Yes		3.73625	bare	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
3EO896NRAWUP82WMAU6OVQDTU0STJT	12	13232	evidence5	English	21	Female	8	1	Yes		3.73625	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
3EO896NRAWUP82WMAU6OVQDTU0STJT	12	32631	evidence2	English	21	Female	9	1	Yes		3.73625	bare	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
3EO896NRAWUP82WMAU6OVQDTU0STJT	12	14167	evidence4	English	21	Female	10	1	Yes		3.73625	probably	You are listening to music with your earphones. You know that your neighbor's dog often barks in the evening.	dog	0.651	inferential
3EO896NRAWUP82WMAU6OVQDTU0STJT	12	7502	evidence1	English	21	Female	11	1	Yes		3.73625	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3EO896NRAWUP82WMAU6OVQDTU0STJT	12	4513	evidence2	English	21	Female	12	1	Yes		3.73625	bare	You hear the sound of a dog barking.	dog	0.734285714285714	inferential
3ZV9H2YQQD66F5YR2EJC23332XO3WH	13	11111	evidence5	english	28	Female	1	1	Yes		1.90786666666667	might	You see that the cup isn't insulated.	coffee	0.5825	inferential
3ZV9H2YQQD66F5YR2EJC23332XO3WH	13	6992	evidence1	english	28	Female	2	1	Yes		1.90786666666667	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3ZV9H2YQQD66F5YR2EJC23332XO3WH	13	6822	evidence2	english	28	Female	3	1	Yes		1.90786666666667	bare	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
3ZV9H2YQQD66F5YR2EJC23332XO3WH	13	6887	evidence4	english	28	Female	4	1	Yes		1.90786666666667	must	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
3ZV9H2YQQD66F5YR2EJC23332XO3WH	13	6393	evidence1	english	28	Female	5	1	Yes		1.90786666666667	bare	You look out the window and see raindrops falling from the sky.	rain	0.935454545454545	perceptual
3ZV9H2YQQD66F5YR2EJC23332XO3WH	13	5688	evidence3	english	28	Female	6	1	Yes		1.90786666666667	probably	Dinner is usually ready at around 6pm. You look at the clock and it is 6pm.	dinner	0.85	inferential
3ZV9H2YQQD66F5YR2EJC23332XO3WH	13	12898	evidence5	english	28	Female	7	1	Yes		1.90786666666667	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
3ZV9H2YQQD66F5YR2EJC23332XO3WH	13	7393	evidence1	english	28	Female	8	1	Yes		1.90786666666667	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3ZV9H2YQQD66F5YR2EJC23332XO3WH	13	5003	evidence2	english	28	Female	9	1	Yes		1.90786666666667	bare	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
3ZV9H2YQQD66F5YR2EJC23332XO3WH	13	8823	evidence2	english	28	Female	10	1	Yes		1.90786666666667	probably	You hear the sound of water dripping on the roof.	rain	0.9175	inferential
3ZV9H2YQQD66F5YR2EJC23332XO3WH	13	9927	evidence3	english	28	Female	11	1	Yes		1.90786666666667	must	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
3ZV9H2YQQD66F5YR2EJC23332XO3WH	13	7910	evidence5	english	28	Female	12	1	Yes		1.90786666666667	must	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
3W2LOLRXLBE737PCOQ15WQCOL4URKC	14	8632	evidence3	English	24	Male	1	2	Yes	Thank you :)	6.79736666666667	probably	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
3W2LOLRXLBE737PCOQ15WQCOL4URKC	14	6234	evidence1	English	24	Male	2	2	Yes	Thank you :)	6.79736666666667	bare	You look out the window and see raindrops falling from the sky.	rain	0.935454545454545	perceptual
3W2LOLRXLBE737PCOQ15WQCOL4URKC	14	7147	evidence1	English	24	Male	3	2	Yes	Thank you :)	6.79736666666667	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3W2LOLRXLBE737PCOQ15WQCOL4URKC	14	13327	evidence5	English	24	Male	4	2	Yes	Thank you :)	6.79736666666667	might	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
3W2LOLRXLBE737PCOQ15WQCOL4URKC	14	4192	evidence4	English	24	Male	5	2	Yes	Thank you :)	6.79736666666667	might	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3W2LOLRXLBE737PCOQ15WQCOL4URKC	14	4612	evidence2	English	24	Male	6	2	Yes	Thank you :)	6.79736666666667	probably	You hear the sound of water dripping on the roof.	rain	0.9175	inferential
3W2LOLRXLBE737PCOQ15WQCOL4URKC	14	8461	evidence2	English	24	Male	7	2	Yes	Thank you :)	6.79736666666667	bare	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
3W2LOLRXLBE737PCOQ15WQCOL4URKC	14	5523	evidence4	English	24	Male	8	2	Yes	Thank you :)	6.79736666666667	probably	You are listening to music with your earphones. You know that your neighbor's dog often barks in the evening.	dog	0.651	inferential
3W2LOLRXLBE737PCOQ15WQCOL4URKC	14	10285	evidence3	English	24	Male	9	2	Yes	Thank you :)	6.79736666666667	might	Dinner is usually ready at around 6pm. You look at the clock and it is 6pm.	dinner	0.85	inferential
3W2LOLRXLBE737PCOQ15WQCOL4URKC	14	6270	evidence5	English	24	Male	10	2	Yes	Thank you :)	6.79736666666667	probably	You see that the cup isn't insulated.	coffee	0.5825	inferential
3W2LOLRXLBE737PCOQ15WQCOL4URKC	14	8014	evidence4	English	24	Male	11	2	Yes	Thank you :)	6.79736666666667	probably	You see that there isn't any steam coming from the coffee.	coffee	0.681818181818182	inferential
3W2LOLRXLBE737PCOQ15WQCOL4URKC	14	5806	evidence4	English	24	Male	12	2	Yes	Thank you :)	6.79736666666667	might	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
3TEM0PF1Q5WBP7Z32WW38HGBS5Y0DA	15	30349	evidence4	English	55	Male	1	2	Yes		4.94073333333333	probably	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3TEM0PF1Q5WBP7Z32WW38HGBS5Y0DA	15	22527	evidence3	English	55	Male	2	2	Yes		4.94073333333333	must	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
3TEM0PF1Q5WBP7Z32WW38HGBS5Y0DA	15	32847	evidence5	English	55	Male	3	2	Yes		4.94073333333333	might	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
3TEM0PF1Q5WBP7Z32WW38HGBS5Y0DA	15	20309	evidence1	English	55	Male	4	2	Yes		4.94073333333333	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3TEM0PF1Q5WBP7Z32WW38HGBS5Y0DA	15	17888	evidence2	English	55	Male	5	2	Yes		4.94073333333333	bare	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
3TEM0PF1Q5WBP7Z32WW38HGBS5Y0DA	15	14591	evidence4	English	55	Male	6	2	Yes		4.94073333333333	might	You see that there isn't any steam coming from the coffee.	coffee	0.681818181818182	inferential
3TEM0PF1Q5WBP7Z32WW38HGBS5Y0DA	15	26733	evidence2	English	55	Male	7	2	Yes		4.94073333333333	must	You hear the sound of a dog barking.	dog	0.734285714285714	inferential
3TEM0PF1Q5WBP7Z32WW38HGBS5Y0DA	15	21152	evidence4	English	55	Male	8	2	Yes		4.94073333333333	might	You are listening to music with your earphones. You know that your neighbor's dog often barks in the evening.	dog	0.651	inferential
3TEM0PF1Q5WBP7Z32WW38HGBS5Y0DA	15	15879	evidence2	English	55	Male	9	2	Yes		4.94073333333333	bare	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
3TEM0PF1Q5WBP7Z32WW38HGBS5Y0DA	15	13197	evidence5	English	55	Male	10	2	Yes		4.94073333333333	might	You're hungry.	dinner	0.563333333333333	wishful
3TEM0PF1Q5WBP7Z32WW38HGBS5Y0DA	15	20768	evidence3	English	55	Male	11	2	Yes		4.94073333333333	probably	Dinner is usually ready at around 6pm. You look at the clock and it is 6pm.	dinner	0.85	inferential
3TEM0PF1Q5WBP7Z32WW38HGBS5Y0DA	15	22726	evidence5	English	55	Male	12	2	Yes		4.94073333333333	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
3XXU1SWE8MUDR0WRIM51IG857220A9	16	17748	evidence5	english	21	Female	1	2	Yes	I like the simplicity and having one question per page.	2.92093333333333	might	You see that the cup isn't insulated.	coffee	0.5825	inferential
3XXU1SWE8MUDR0WRIM51IG857220A9	16	13739	evidence1	english	21	Female	2	2	Yes	I like the simplicity and having one question per page.	2.92093333333333	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3XXU1SWE8MUDR0WRIM51IG857220A9	16	6838	evidence2	english	21	Female	3	2	Yes	I like the simplicity and having one question per page.	2.92093333333333	bare	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
3XXU1SWE8MUDR0WRIM51IG857220A9	16	14164	evidence3	english	21	Female	4	2	Yes	I like the simplicity and having one question per page.	2.92093333333333	probably	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
3XXU1SWE8MUDR0WRIM51IG857220A9	16	11806	evidence4	english	21	Female	5	2	Yes	I like the simplicity and having one question per page.	2.92093333333333	might	You are listening to music with your earphones. You know that your neighbor's dog often barks in the evening.	dog	0.651	inferential
3XXU1SWE8MUDR0WRIM51IG857220A9	16	13840	evidence1	english	21	Female	6	2	Yes	I like the simplicity and having one question per page.	2.92093333333333	bare	You look out the window and see raindrops falling from the sky.	rain	0.935454545454545	perceptual
3XXU1SWE8MUDR0WRIM51IG857220A9	16	7110	evidence1	english	21	Female	7	2	Yes	I like the simplicity and having one question per page.	2.92093333333333	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3XXU1SWE8MUDR0WRIM51IG857220A9	16	8138	evidence1	english	21	Female	8	2	Yes	I like the simplicity and having one question per page.	2.92093333333333	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3XXU1SWE8MUDR0WRIM51IG857220A9	16	10246	evidence3	english	21	Female	9	2	Yes	I like the simplicity and having one question per page.	2.92093333333333	might	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
3XXU1SWE8MUDR0WRIM51IG857220A9	16	9398	evidence3	english	21	Female	10	2	Yes	I like the simplicity and having one question per page.	2.92093333333333	must	Dinner is usually ready at around 6pm. You look at the clock and it is 6pm.	dinner	0.85	inferential
3XXU1SWE8MUDR0WRIM51IG857220A9	16	13651	evidence4	english	21	Female	11	2	Yes	I like the simplicity and having one question per page.	2.92093333333333	might	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3XXU1SWE8MUDR0WRIM51IG857220A9	16	7937	evidence3	english	21	Female	12	2	Yes	I like the simplicity and having one question per page.	2.92093333333333	probably	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
3U0SRXB7CD48BDAFL3TLOITSFZ1RNJ	17	16759	evidence4	english	23	Male	1	2	Yes		2.0866	probably	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3U0SRXB7CD48BDAFL3TLOITSFZ1RNJ	17	6443	evidence4	english	23	Male	2	2	Yes		2.0866	might	You see that there isn't any steam coming from the coffee.	coffee	0.681818181818182	inferential
3U0SRXB7CD48BDAFL3TLOITSFZ1RNJ	17	5730	evidence5	english	23	Male	3	2	Yes		2.0866	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
3U0SRXB7CD48BDAFL3TLOITSFZ1RNJ	17	11136	evidence5	english	23	Male	4	2	Yes		2.0866	might	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
3U0SRXB7CD48BDAFL3TLOITSFZ1RNJ	17	5810	evidence2	english	23	Male	5	2	Yes		2.0866	might	You hear the sound of a dog barking.	dog	0.734285714285714	inferential
3U0SRXB7CD48BDAFL3TLOITSFZ1RNJ	17	14455	evidence3	english	23	Male	6	2	Yes		2.0866	probably	Dinner is usually ready at around 6pm. You look at the clock and it is 6pm.	dinner	0.85	inferential
3U0SRXB7CD48BDAFL3TLOITSFZ1RNJ	17	10915	evidence1	english	23	Male	7	2	Yes		2.0866	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3U0SRXB7CD48BDAFL3TLOITSFZ1RNJ	17	13222	evidence2	english	23	Male	8	2	Yes		2.0866	bare	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
3U0SRXB7CD48BDAFL3TLOITSFZ1RNJ	17	6627	evidence1	english	23	Male	9	2	Yes		2.0866	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3U0SRXB7CD48BDAFL3TLOITSFZ1RNJ	17	5558	evidence1	english	23	Male	10	2	Yes		2.0866	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3U0SRXB7CD48BDAFL3TLOITSFZ1RNJ	17	3215	evidence2	english	23	Male	11	2	Yes		2.0866	bare	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
3U0SRXB7CD48BDAFL3TLOITSFZ1RNJ	17	10535	evidence3	english	23	Male	12	2	Yes		2.0866	probably	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
3M68NM076H604S4NMM74M776K9CR69	18	25746	evidence2	English	21	Female	1	2	Yes		3.20918333333333	bare	You hear the sound of a dog barking.	dog	0.734285714285714	inferential
3M68NM076H604S4NMM74M776K9CR69	18	15495	evidence1	English	21	Female	2	2	Yes		3.20918333333333	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3M68NM076H604S4NMM74M776K9CR69	18	14705	evidence4	English	21	Female	3	2	Yes		3.20918333333333	might	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
3M68NM076H604S4NMM74M776K9CR69	18	15799	evidence2	English	21	Female	4	2	Yes		3.20918333333333	probably	You hear the sound of water dripping on the roof.	rain	0.9175	inferential
3M68NM076H604S4NMM74M776K9CR69	18	5663	evidence1	English	21	Female	5	2	Yes		3.20918333333333	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3M68NM076H604S4NMM74M776K9CR69	18	4832	evidence3	English	21	Female	6	2	Yes		3.20918333333333	probably	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
3M68NM076H604S4NMM74M776K9CR69	18	7488	evidence2	English	21	Female	7	2	Yes		3.20918333333333	might	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
3M68NM076H604S4NMM74M776K9CR69	18	12277	evidence3	English	21	Female	8	2	Yes		3.20918333333333	probably	Dinner is usually ready at around 6pm. You look at the clock and it is 6pm.	dinner	0.85	inferential
3M68NM076H604S4NMM74M776K9CR69	18	4831	evidence1	English	21	Female	9	2	Yes		3.20918333333333	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3M68NM076H604S4NMM74M776K9CR69	18	22249	evidence3	English	21	Female	10	2	Yes		3.20918333333333	might	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
3M68NM076H604S4NMM74M776K9CR69	18	16743	evidence3	English	21	Female	11	2	Yes		3.20918333333333	must	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
3M68NM076H604S4NMM74M776K9CR69	18	7550	evidence1	English	21	Female	12	2	Yes		3.20918333333333	bare	You look out the window and see raindrops falling from the sky.	rain	0.935454545454545	perceptual
3TUI152ZZBM5L5OQ316NML6KGCUQ19	19	12826	evidence1	English	34	Male	1	1	Yes		2.1882	probably	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3TUI152ZZBM5L5OQ316NML6KGCUQ19	19	8024	evidence2	English	34	Male	2	1	Yes		2.1882	bare	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
3TUI152ZZBM5L5OQ316NML6KGCUQ19	19	4903	evidence1	English	34	Male	3	1	Yes		2.1882	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3TUI152ZZBM5L5OQ316NML6KGCUQ19	19	7640	evidence1	English	34	Male	4	1	Yes		2.1882	might	You look out the window and see raindrops falling from the sky.	rain	0.935454545454545	perceptual
3TUI152ZZBM5L5OQ316NML6KGCUQ19	19	12129	evidence5	English	34	Male	5	1	Yes		2.1882	might	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
3TUI152ZZBM5L5OQ316NML6KGCUQ19	19	11874	evidence3	English	34	Male	6	1	Yes		2.1882	probably	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
3TUI152ZZBM5L5OQ316NML6KGCUQ19	19	6278	evidence4	English	34	Male	7	1	Yes		2.1882	bare	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3TUI152ZZBM5L5OQ316NML6KGCUQ19	19	6366	evidence1	English	34	Male	8	1	Yes		2.1882	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3TUI152ZZBM5L5OQ316NML6KGCUQ19	19	8441	evidence2	English	34	Male	9	1	Yes		2.1882	bare	You hear the sound of water dripping on the roof.	rain	0.9175	inferential
3TUI152ZZBM5L5OQ316NML6KGCUQ19	19	9708	evidence4	English	34	Male	10	1	Yes		2.1882	probably	You see that there isn't any steam coming from the coffee.	coffee	0.681818181818182	inferential
3TUI152ZZBM5L5OQ316NML6KGCUQ19	19	12482	evidence4	English	34	Male	11	1	Yes		2.1882	probably	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
3TUI152ZZBM5L5OQ316NML6KGCUQ19	19	3854	evidence2	English	34	Male	12	1	Yes		2.1882	bare	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
3L4D84MILZRZ3T5RA0PZH7A5J6YHJ8	20	18393	evidence4	English	29	Male	1	2	Yes	nothing at this time	3.28528333333333	might	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
3L4D84MILZRZ3T5RA0PZH7A5J6YHJ8	20	9784	evidence2	English	29	Male	2	2	Yes	nothing at this time	3.28528333333333	must	You hear the sound of water dripping on the roof.	rain	0.9175	inferential
3L4D84MILZRZ3T5RA0PZH7A5J6YHJ8	20	11182	evidence3	English	29	Male	3	2	Yes	nothing at this time	3.28528333333333	must	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
3L4D84MILZRZ3T5RA0PZH7A5J6YHJ8	20	18768	evidence3	English	29	Male	4	2	Yes	nothing at this time	3.28528333333333	probably	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
3L4D84MILZRZ3T5RA0PZH7A5J6YHJ8	20	8088	evidence2	English	29	Male	5	2	Yes	nothing at this time	3.28528333333333	bare	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
3L4D84MILZRZ3T5RA0PZH7A5J6YHJ8	20	12056	evidence4	English	29	Male	6	2	Yes	nothing at this time	3.28528333333333	might	You are listening to music with your earphones. You know that your neighbor's dog often barks in the evening.	dog	0.651	inferential
3L4D84MILZRZ3T5RA0PZH7A5J6YHJ8	20	10984	evidence5	English	29	Male	7	2	Yes	nothing at this time	3.28528333333333	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
3L4D84MILZRZ3T5RA0PZH7A5J6YHJ8	20	28080	evidence5	English	29	Male	8	2	Yes	nothing at this time	3.28528333333333	might	You see that the cup isn't insulated.	coffee	0.5825	inferential
3L4D84MILZRZ3T5RA0PZH7A5J6YHJ8	20	6479	evidence4	English	29	Male	9	2	Yes	nothing at this time	3.28528333333333	bare	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3L4D84MILZRZ3T5RA0PZH7A5J6YHJ8	20	8024	evidence1	English	29	Male	10	2	Yes	nothing at this time	3.28528333333333	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3L4D84MILZRZ3T5RA0PZH7A5J6YHJ8	20	8736	evidence5	English	29	Male	11	2	Yes	nothing at this time	3.28528333333333	might	You're hungry.	dinner	0.563333333333333	wishful
3L4D84MILZRZ3T5RA0PZH7A5J6YHJ8	20	9152	evidence4	English	29	Male	12	2	Yes	nothing at this time	3.28528333333333	must	You see that there isn't any steam coming from the coffee.	coffee	0.681818181818182	inferential
3K5TEWLKGVA8QJG5X7L3K7MEE6LIVO	21	17301	evidence5	english	30	Female	1	2	Yes		1.81255	must	You're hungry.	dinner	0.563333333333333	wishful
3K5TEWLKGVA8QJG5X7L3K7MEE6LIVO	21	11032	evidence4	english	30	Female	2	2	Yes		1.81255	probably	You are listening to music with your earphones. You know that your neighbor's dog often barks in the evening.	dog	0.651	inferential
3K5TEWLKGVA8QJG5X7L3K7MEE6LIVO	21	4999	evidence1	english	30	Female	3	2	Yes		1.81255	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3K5TEWLKGVA8QJG5X7L3K7MEE6LIVO	21	10290	evidence5	english	30	Female	4	2	Yes		1.81255	bare	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
3K5TEWLKGVA8QJG5X7L3K7MEE6LIVO	21	4303	evidence3	english	30	Female	5	2	Yes		1.81255	bare	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
3K5TEWLKGVA8QJG5X7L3K7MEE6LIVO	21	4316	evidence5	english	30	Female	6	2	Yes		1.81255	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
3K5TEWLKGVA8QJG5X7L3K7MEE6LIVO	21	4732	evidence4	english	30	Female	7	2	Yes		1.81255	must	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
3K5TEWLKGVA8QJG5X7L3K7MEE6LIVO	21	5399	evidence2	english	30	Female	8	2	Yes		1.81255	probably	You hear the sound of water dripping on the roof.	rain	0.9175	inferential
3K5TEWLKGVA8QJG5X7L3K7MEE6LIVO	21	5581	evidence4	english	30	Female	9	2	Yes		1.81255	probably	You see that there isn't any steam coming from the coffee.	coffee	0.681818181818182	inferential
3K5TEWLKGVA8QJG5X7L3K7MEE6LIVO	21	3052	evidence2	english	30	Female	10	2	Yes		1.81255	bare	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
3K5TEWLKGVA8QJG5X7L3K7MEE6LIVO	21	5503	evidence4	english	30	Female	11	2	Yes		1.81255	probably	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3K5TEWLKGVA8QJG5X7L3K7MEE6LIVO	21	10950	evidence3	english	30	Female	12	2	Yes		1.81255	must	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
3PPTZCWALQJ2G19YBCFFEFQWTR7QZY	22	18983	evidence3	English	33	Female	1	2	Yes	No comments	2.41988333333333	bare	Dinner is usually ready at around 6pm. You look at the clock and it is 6pm.	dinner	0.85	inferential
3PPTZCWALQJ2G19YBCFFEFQWTR7QZY	22	19141	evidence3	English	33	Female	2	2	Yes	No comments	2.41988333333333	must	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
3PPTZCWALQJ2G19YBCFFEFQWTR7QZY	22	10996	evidence1	English	33	Female	3	2	Yes	No comments	2.41988333333333	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3PPTZCWALQJ2G19YBCFFEFQWTR7QZY	22	6814	evidence2	English	33	Female	4	2	Yes	No comments	2.41988333333333	bare	You hear the sound of water dripping on the roof.	rain	0.9175	inferential
3PPTZCWALQJ2G19YBCFFEFQWTR7QZY	22	12773	evidence5	English	33	Female	5	2	Yes	No comments	2.41988333333333	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
3PPTZCWALQJ2G19YBCFFEFQWTR7QZY	22	7220	evidence1	English	33	Female	6	2	Yes	No comments	2.41988333333333	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3PPTZCWALQJ2G19YBCFFEFQWTR7QZY	22	9017	evidence2	English	33	Female	7	2	Yes	No comments	2.41988333333333	must	You hear the sound of a dog barking.	dog	0.734285714285714	inferential
3PPTZCWALQJ2G19YBCFFEFQWTR7QZY	22	12596	evidence3	English	33	Female	8	2	Yes	No comments	2.41988333333333	probably	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
3PPTZCWALQJ2G19YBCFFEFQWTR7QZY	22	8211	evidence4	English	33	Female	9	2	Yes	No comments	2.41988333333333	might	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
3PPTZCWALQJ2G19YBCFFEFQWTR7QZY	22	7977	evidence2	English	33	Female	10	2	Yes	No comments	2.41988333333333	must	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
3PPTZCWALQJ2G19YBCFFEFQWTR7QZY	22	5046	evidence1	English	33	Female	11	2	Yes	No comments	2.41988333333333	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3PPTZCWALQJ2G19YBCFFEFQWTR7QZY	22	5259	evidence5	English	33	Female	12	2	Yes	No comments	2.41988333333333	probably	You see that the cup isn't insulated.	coffee	0.5825	inferential
