workerid	rt	sentence	language	age	gender	trial	enjoyment	asses	comments	Answer.time_in_minutes	response	evidence	item	item_type	sentence.1	Directness	EvidenceTypeCategorical	EvidenceDirectnessCategorical	Experiment
19	32420	It might be raining.	English	23	M	4	2	Yes		1.81403333333333	0.49	evidence4	rain	might	It might be raining.	0.742142857142857	reportative	indirect	speaker
20	13885	It&quotechars probably raining.	English	26	F	3	2	Yes		1.51033333333333	0.47	evidence5	rain	probably	It&quotechars probably raining.	0.573333333333333	inferential	indirect	speaker
20	16132	The neighbor&quotechars dog must be barking.	English	26	F	2	2	Yes		1.51033333333333	0.92	evidence2	dog	must	The neighbor&quotechars dog must be barking.	0.734285714285714	inferential	indirect	speaker
20	17869	Dinner is ready.	English	26	M	1	2	Yes		1.51033333333333	0.82	evidence2	dinner	bare	Dinner is ready.	0.93375	reportative	indirect	speaker
20	18998	Dinner might be ready.	English	30	M	4	1	Yes	good luck with your research. 	2.16998333333333	0.37	evidence4	dinner	might	Dinner might be ready.	0.655384615384615	inferential	indirect	listener
20	19866	The coffee might be cold.	English	26	F	4	2	Yes		1.51033333333333	0.51	evidence4	coffee	might	The coffee might be cold.	0.681818181818182	inferential	indirect	speaker
20	21493	It's raining.	English	30	F	2	1	Yes	good luck with your research. 	2.16998333333333	0.84	evidence1	rain	bare	It's raining.	0.935454545454545	perceptual	direct	listener
20	23664	The neighbor's dog must be barking.	English	30	M	1	1	Yes	good luck with your research. 	2.16998333333333	0.6	evidence2	dog	must	The neighbor's dog must be barking.	0.734285714285714	inferential	indirect	listener
20	31045	The coffee is probably cold.	English	30	M	3	1	Yes	good luck with your research. 	2.16998333333333	0.44	evidence4	coffee	probably	The coffee is probably cold.	0.681818181818182	inferential	indirect	listener
21	14807	The neighbor&quotechars dog must be barking.	english	30	M	4	2	Yes		1.84253333333333	0.86	evidence2	dog	must	The neighbor&quotechars dog must be barking.	0.734285714285714	inferential	indirect	speaker
21	15838	The coffee might be cold.	English	19	M	4	2	Yes	Interesting survey	1.78423333333333	0.65	evidence3	coffee	might	The coffee might be cold.	0.95	inferential	indirect	listener
21	15966	The coffee might be cold.	english	30	F	3	2	Yes		1.84253333333333	0.76	evidence3	coffee	might	The coffee might be cold.	0.95	inferential	indirect	speaker
21	16186	Dinner is ready.	english	30	M	2	2	Yes		1.84253333333333	0.97	evidence1	dinner	bare	Dinner is ready.	0.93	perceptual	direct	speaker
21	17771	The neighbor's dog must be barking.	English	19	F	3	2	Yes	Interesting survey	1.78423333333333	0.24	evidence2	dog	must	The neighbor's dog must be barking.	0.734285714285714	inferential	indirect	listener
21	18605	It's raining.	English	19	M	2	2	Yes	Interesting survey	1.78423333333333	1	evidence1	rain	bare	It's raining.	0.935454545454545	perceptual	direct	listener
21	27028	Dinner is probably ready.	English	19	F	1	2	Yes	Interesting survey	1.78423333333333	0.67	evidence3	dinner	probably	Dinner is probably ready.	0.85	inferential	indirect	listener
21	36814	It&quotechars probably raining.	english	30	F	1	2	Yes		1.84253333333333	0.7	evidence4	rain	probably	It&quotechars probably raining.	0.742142857142857	reportative	indirect	speaker
22	8061	Dinner is probably ready.	English	25	F	4	1	No		1.22681666666667	0.6	evidence3	dinner	probably	Dinner is probably ready.	0.85	inferential	indirect	listener
22	11839	It must be raining.	English	43	M	4	2	Yes	This was fun and interesting.	1.49253333333333	1	evidence3	rain	must	It must be raining.	0.89	inferential	indirect	speaker
22	13016	It must be raining.	English	25	M	3	1	No		1.22681666666667	0.55	evidence2	rain	must	It must be raining.	0.9175	inferential	indirect	listener
22	14576	Dinner is probably ready.	English	43	F	2	2	Yes	This was fun and interesting.	1.49253333333333	0.78	evidence3	dinner	probably	Dinner is probably ready.	0.85	inferential	indirect	speaker
22	16136	The neighbor&quotechars dog might be barking.	English	43	M	3	2	Yes	This was fun and interesting.	1.49253333333333	0.43	evidence2	dog	might	The neighbor&quotechars dog might be barking.	0.734285714285714	inferential	indirect	speaker
22	16203	The coffee is cold.	English	43	F	1	2	Yes	This was fun and interesting.	1.49253333333333	1	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	speaker
22	16916	The coffee is cold.	English	25	M	2	1	No		1.22681666666667	0.55	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	listener
22	19129	The neighbor's dog might be barking.	English	25	F	1	1	No		1.22681666666667	0.66	evidence2	dog	might	The neighbor's dog might be barking.	0.734285714285714	inferential	indirect	listener
23	13892	Dinner must be ready.	english	22	M	4	1	Yes		2.38496666666667	0.98	evidence1	dinner	must	Dinner must be ready.	0.93	perceptual	direct	speaker
23	26073	It might be raining.	english	22	M	2	1	Yes		2.38496666666667	0.47	evidence2	rain	might	It might be raining.	0.9175	inferential	indirect	speaker
23	26769	It's raining.	English	59	F	2	2	Yes	interesting	3.0134	0.99	evidence1	rain	bare	It's raining.	0.935454545454545	perceptual	direct	listener
23	28217	The neighbor's dog is probably barking.	English	59	F	4	2	Yes	interesting	3.0134	0.59	evidence2	dog	probably	The neighbor's dog is probably barking.	0.734285714285714	inferential	indirect	listener
23	29038	The coffee might be cold.	English	59	M	3	2	Yes	interesting	3.0134	0.83	evidence3	coffee	might	The coffee might be cold.	0.95	inferential	indirect	listener
23	30590	The coffee is cold.	english	22	F	1	1	Yes		2.38496666666667	1	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	speaker
23	30600	The neighbor&quotechars dog is probably barking.	english	22	M	3	1	Yes		2.38496666666667	0.99	evidence2	dog	probably	The neighbor&quotechars dog is probably barking.	0.734285714285714	inferential	indirect	speaker
23	37667	Dinner must be ready.	English	59	M	1	2	Yes	interesting	3.0134	0.98	evidence4	dinner	must	Dinner must be ready.	0.655384615384615	inferential	indirect	listener
24	11364	The neighbor's dog is barking.	English	21	F	4	1	Yes	No comments, thanks!	1.17468333333333	0.91	evidence2	dog	bare	The neighbor's dog is barking.	0.734285714285714	inferential	indirect	listener
24	11482	It might be raining.	English	21	M	3	1	Yes	No comments, thanks!	1.17468333333333	0.46	evidence4	rain	might	It might be raining.	0.742142857142857	reportative	indirect	listener
24	12206	The coffee is probably cold.	English	21	M	2	1	Yes	No comments, thanks!	1.17468333333333	0.47	evidence3	coffee	probably	The coffee is probably cold.	0.95	inferential	indirect	listener
24	13495	Dinner must be ready.	English	21	F	1	1	Yes	No comments, thanks!	1.17468333333333	0.76	evidence4	dinner	must	Dinner must be ready.	0.655384615384615	inferential	indirect	listener
24	19236	The coffee is cold.	English	23	M	4	2	Yes		2.2341	1	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	speaker
24	23162	Dinner is probably ready.	English	23	F	3	2	Yes		2.2341	0.49	evidence4	dinner	probably	Dinner is probably ready.	0.655384615384615	inferential	indirect	speaker
24	25649	It might be raining.	English	23	F	2	2	Yes		2.2341	0.73	evidence4	rain	might	It might be raining.	0.742142857142857	reportative	indirect	speaker
24	37939	The neighbor&quotechars dog must be barking.	English	23	F	1	2	Yes		2.2341	0.76	evidence3	dog	must	The neighbor&quotechars dog must be barking.	0.668333333333333	inferential	indirect	speaker
25	6138	The neighbor&quotechars dog might be barking.	english	19	F	4	2	No		1.15906666666667	0.65	evidence4	dog	might	The neighbor&quotechars dog might be barking.	0.651	inferential	indirect	speaker
25	6732	The coffee might be cold.	English	28	F	2	2	Yes		1.38116666666667	0.77	evidence2	coffee	might	The coffee might be cold.	0.743333333333333	perceptual	indirect	listener
25	7741	The coffee must be cold.	english	19	F	3	2	No		1.15906666666667	0.85	evidence4	coffee	must	The coffee must be cold.	0.681818181818182	inferential	indirect	speaker
25	11297	It must be raining.	English	28	F	3	2	Yes		1.38116666666667	0.93	evidence1	rain	must	It must be raining.	0.935454545454545	perceptual	direct	listener
25	12382	The neighbor's dog is barking.	English	28	F	4	2	Yes		1.38116666666667	1	evidence2	dog	bare	The neighbor's dog is barking.	0.734285714285714	inferential	indirect	listener
25	14470	Dinner is probably ready.	english	19	F	2	2	No		1.15906666666667	0.68	evidence3	dinner	probably	Dinner is probably ready.	0.85	inferential	indirect	speaker
25	22225	It&quotechars raining.	english	19	F	1	2	No		1.15906666666667	1	evidence1	rain	bare	It&quotechars raining.	0.935454545454545	perceptual	direct	speaker
25	25216	Dinner is probably ready.	English	28	M	1	2	Yes		1.38116666666667	0.72	evidence4	dinner	probably	Dinner is probably ready.	0.655384615384615	inferential	indirect	listener
26	7257	Dinner might be ready.	English	25	F	4	2	Yes		0.843766666666667	0.28	evidence3	dinner	might	Dinner might be ready.	0.85	inferential	indirect	listener
26	7944	The coffee is cold.	English	25	M	3	2	Yes		0.843766666666667	0.82	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	listener
26	9765	The neighbor's dog must be barking.	English	25	M	2	2	Yes		0.843766666666667	0.43	evidence2	dog	must	The neighbor's dog must be barking.	0.734285714285714	inferential	indirect	listener
26	11713	It's probably raining.	English	25	M	1	2	Yes		0.843766666666667	0.17	evidence1	rain	probably	It's probably raining.	0.935454545454545	perceptual	direct	listener
26	19442	It&quotechars probably raining.	english	31	F	2	1	Yes		2.1503	0.55	evidence2	rain	probably	It&quotechars probably raining.	0.9175	inferential	indirect	speaker
26	22242	The neighbor&quotechars dog might be barking.	english	31	F	3	1	Yes		2.1503	0.63	evidence2	dog	might	The neighbor&quotechars dog might be barking.	0.734285714285714	inferential	indirect	speaker
26	23864	Dinner is ready.	english	31	M	1	1	Yes		2.1503	1	evidence1	dinner	bare	Dinner is ready.	0.93	perceptual	direct	speaker
26	28060	The coffee must be cold.	english	31	F	4	1	Yes		2.1503	0.64	evidence4	coffee	must	The coffee must be cold.	0.681818181818182	inferential	indirect	speaker
27	11647	It's raining.	english	42	F	2	2	Yes	it was fun would do again..	1.77608333333333	0.9	evidence2	rain	bare	It's raining.	0.9175	inferential	indirect	listener
27	14368	The coffee might be cold.	english	42	F	4	2	Yes	it was fun would do again..	1.77608333333333	0.72	evidence4	coffee	might	The coffee might be cold.	0.681818181818182	inferential	indirect	listener
27	14591	Dinner is probably ready.	english	42	M	1	2	Yes	it was fun would do again..	1.77608333333333	0.71	evidence1	dinner	probably	Dinner is probably ready.	0.93	perceptual	direct	listener
27	15517	It might be raining.	english	28	F	4	2	Yes	I liked the format "do you think > drop down > Why do you think.	1.86491666666667	0.37	evidence1	rain	might	It might be raining.	0.935454545454545	perceptual	direct	speaker
27	15569	The coffee is probably cold.	english	28	M	3	2	Yes	I liked the format "do you think > drop down > Why do you think.	1.86491666666667	0.76	evidence3	coffee	probably	The coffee is probably cold.	0.95	inferential	indirect	speaker
27	20848	Dinner is ready.	english	28	M	2	2	Yes	I liked the format "do you think > drop down > Why do you think.	1.86491666666667	0.82	evidence1	dinner	bare	Dinner is ready.	0.93	perceptual	direct	speaker
27	21819	The neighbor&quotechars dog must be barking.	english	28	F	1	2	Yes	I liked the format "do you think > drop down > Why do you think.	1.86491666666667	0.96	evidence2	dog	must	The neighbor&quotechars dog must be barking.	0.734285714285714	inferential	indirect	speaker
27	27384	The neighbor's dog must be barking.	english	42	M	3	2	Yes	it was fun would do again..	1.77608333333333	0.58	evidence3	dog	must	The neighbor's dog must be barking.	0.668333333333333	inferential	indirect	listener
28	12087	Dinner is ready.	English	25	M	4	2	Yes	nice study	2.01186666666667	0.98	evidence1	dinner	bare	Dinner is ready.	0.93	perceptual	direct	listener
28	18320	The neighbor&quotechars dog might be barking.	English	29	M	2	2	Yes		2.2055	0.54	evidence2	dog	might	The neighbor&quotechars dog might be barking.	0.734285714285714	inferential	indirect	speaker
28	18636	The coffee might be cold.	English	25	M	3	2	Yes	nice study	2.01186666666667	0.48	evidence3	coffee	might	The coffee might be cold.	0.95	inferential	indirect	listener
28	19883	It's probably raining.	English	25	F	2	2	Yes	nice study	2.01186666666667	0.21	evidence2	rain	probably	It's probably raining.	0.9175	inferential	indirect	listener
28	20628	Dinner is probably ready.	English	29	M	4	2	Yes		2.2055	0.62	evidence3	dinner	probably	Dinner is probably ready.	0.85	inferential	indirect	speaker
28	22255	The coffee is cold.	English	29	M	1	2	Yes		2.2055	0.98	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	speaker
28	28147	It must be raining.	English	29	F	3	2	Yes		2.2055	0.7	evidence2	rain	must	It must be raining.	0.9175	inferential	indirect	speaker
28	42063	The neighbor's dog must be barking.	English	25	F	1	2	Yes	nice study	2.01186666666667	0.12	evidence4	dog	must	The neighbor's dog must be barking.	0.651	inferential	indirect	listener
29	11131	It's raining.	English	23	F	3	1	No		1.36945	0.84	evidence2	rain	bare	It's raining.	0.9175	inferential	indirect	listener
29	11568	Dinner must be ready.	English	23	M	4	1	No		1.36945	0.77	evidence4	dinner	must	Dinner must be ready.	0.655384615384615	inferential	indirect	listener
29	15786	The neighbor's dog is probably barking.	English	23	M	2	1	No		1.36945	0.49	evidence5	dog	probably	The neighbor's dog is probably barking.	0.487142857142857	inferential	indirect	listener
29	16261	It must be raining.	english	36	F	4	1	Yes		2.00865	1	evidence4	rain	must	It must be raining.	0.742142857142857	reportative	indirect	speaker
29	19801	The coffee might be cold.	English	23	F	1	1	No		1.36945	0.55	evidence4	coffee	might	The coffee might be cold.	0.681818181818182	inferential	indirect	listener
29	21625	The coffee is cold.	english	36	F	2	1	Yes		2.00865	1	evidence2	coffee	bare	The coffee is cold.	0.743333333333333	perceptual	indirect	speaker
29	23577	Dinner might be ready.	english	36	F	3	1	Yes		2.00865	0.77	evidence4	dinner	might	Dinner might be ready.	0.655384615384615	inferential	indirect	speaker
29	27272	The neighbor&quotechars dog is probably barking.	english	36	F	1	1	Yes		2.00865	0.78	evidence2	dog	probably	The neighbor&quotechars dog is probably barking.	0.734285714285714	inferential	indirect	speaker
30	10030	The coffee is cold.	english	41	M	4	2	Yes		1.47621666666667	0.9	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	listener
30	12825	The coffee must be cold.	English	42	M	2	1	Yes	none	2.34718333333333	0.55	evidence4	coffee	must	The coffee must be cold.	0.681818181818182	inferential	indirect	speaker
30	13906	Dinner must be ready.	english	41	F	2	2	Yes		1.47621666666667	0.76	evidence4	dinner	must	Dinner must be ready.	0.655384615384615	inferential	indirect	listener
30	14418	Dinner is probably ready.	English	42	M	4	1	Yes	none	2.34718333333333	0.57	evidence3	dinner	probably	Dinner is probably ready.	0.85	inferential	indirect	speaker
30	17906	It might be raining.	english	41	M	3	2	Yes		1.47621666666667	0.38	evidence4	rain	might	It might be raining.	0.742142857142857	reportative	indirect	listener
30	24352	The neighbor&quotechars dog might be barking.	English	42	F	3	1	Yes	none	2.34718333333333	0.57	evidence5	dog	might	The neighbor&quotechars dog might be barking.	0.487142857142857	inferential	indirect	speaker
30	25042	The neighbor's dog is probably barking.	english	41	F	1	2	Yes		1.47621666666667	0.59	evidence3	dog	probably	The neighbor's dog is probably barking.	0.668333333333333	inferential	indirect	listener
30	32152	It&quotechars raining.	English	42	M	1	1	Yes	none	2.34718333333333	1	evidence4	rain	bare	It&quotechars raining.	0.742142857142857	reportative	indirect	speaker
31	10588	It might be raining.	English	25	F	2	2	Yes	This was interesting! Thank you!	2.06013333333333	0.33	evidence5	rain	might	It might be raining.	0.573333333333333	inferential	indirect	listener
31	10804	The coffee is probably cold.	English	25	F	4	2	Yes	This was interesting! Thank you!	2.06013333333333	0.21	evidence3	coffee	probably	The coffee is probably cold.	0.95	inferential	indirect	listener
31	14389	The coffee is cold.	English	50	M	3	1	Yes	interesting, i tried to go with my first instinct and what i would be doing if i said those statements	2.47176666666667	0.9	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	speaker
31	14436	The neighbor's dog must be barking.	English	25	M	1	2	Yes	This was interesting! Thank you!	2.06013333333333	0.5	evidence2	dog	must	The neighbor's dog must be barking.	0.734285714285714	inferential	indirect	listener
31	19101	Dinner must be ready.	English	50	M	1	1	Yes	interesting, i tried to go with my first instinct and what i would be doing if i said those statements	2.47176666666667	0.72	evidence3	dinner	must	Dinner must be ready.	0.85	inferential	indirect	speaker
31	19401	It might be raining.	English	50	F	2	1	Yes	interesting, i tried to go with my first instinct and what i would be doing if i said those statements	2.47176666666667	0.69	evidence3	rain	might	It might be raining.	0.89	inferential	indirect	speaker
31	25541	The neighbor&quotechars dog is probably barking.	English	50	F	4	1	Yes	interesting, i tried to go with my first instinct and what i would be doing if i said those statements	2.47176666666667	0.81	evidence1	dog	probably	The neighbor&quotechars dog is probably barking.	0.916	perceptual	direct	speaker
31	57218	Dinner is ready.	English	25	F	3	2	Yes	This was interesting! Thank you!	2.06013333333333	0.75	evidence4	dinner	bare	Dinner is ready.	0.655384615384615	inferential	indirect	listener
32	10002	Dinner is ready.	English	18	M	4	2	Yes		1.71033333333333	1	evidence1	dinner	bare	Dinner is ready.	0.93	perceptual	direct	listener
32	11862	It might be raining.		NA	M	2	-1	Yes		1.38435	0.6	evidence4	rain	might	It might be raining.	0.742142857142857	reportative	indirect	speaker
32	12400	The coffee must be cold.		NA	M	4	-1	Yes		1.38435	0.49	evidence2	coffee	must	The coffee must be cold.	0.743333333333333	perceptual	indirect	speaker
32	13374	The neighbor&quotechars dog is barking.		NA	M	3	-1	Yes		1.38435	0.71	evidence2	dog	bare	The neighbor&quotechars dog is barking.	0.734285714285714	inferential	indirect	speaker
32	13829	The coffee is probably cold.	English	18	M	2	2	Yes		1.71033333333333	0.52	evidence3	coffee	probably	The coffee is probably cold.	0.95	inferential	indirect	listener
32	15153	Dinner is probably ready.		NA	M	1	-1	Yes		1.38435	0.54	evidence4	dinner	probably	Dinner is probably ready.	0.655384615384615	inferential	indirect	speaker
32	21103	The neighbor's dog must be barking.	English	18	F	1	2	Yes		1.71033333333333	0.38	evidence3	dog	must	The neighbor's dog must be barking.	0.668333333333333	inferential	indirect	listener
32	33715	It might be raining.	English	18	M	3	2	Yes		1.71033333333333	0.31	evidence5	rain	might	It might be raining.	0.573333333333333	inferential	indirect	listener
33	11953	Dinner must be ready.	English	39	F	4	2	Yes	none- thanks.	1.64995	0.76	evidence4	dinner	must	Dinner must be ready.	0.655384615384615	inferential	indirect	listener
33	14968	The neighbor's dog is probably barking.	English	39	F	3	2	Yes	none- thanks.	1.64995	0.75	evidence2	dog	probably	The neighbor's dog is probably barking.	0.734285714285714	inferential	indirect	listener
33	15555	It might be raining.	English	39	M	2	2	Yes	none- thanks.	1.64995	0.4	evidence2	rain	might	It might be raining.	0.9175	inferential	indirect	listener
33	15779	Dinner might be ready.	english	51	M	3	1	Yes		1.74073333333333	0.72	evidence3	dinner	might	Dinner might be ready.	0.85	inferential	indirect	speaker
33	16454	The neighbor&quotechars dog is probably barking.	english	51	M	4	1	Yes		1.74073333333333	0.34	evidence4	dog	probably	The neighbor&quotechars dog is probably barking.	0.651	inferential	indirect	speaker
33	16662	The coffee must be cold.	english	51	F	2	1	Yes		1.74073333333333	0.8	evidence3	coffee	must	The coffee must be cold.	0.95	inferential	indirect	speaker
33	21507	The coffee is cold.	English	39	M	1	2	Yes	none- thanks.	1.64995	0.93	evidence2	coffee	bare	The coffee is cold.	0.743333333333333	perceptual	indirect	listener
33	24822	It&quotechars raining.	english	51	F	1	1	Yes		1.74073333333333	0.97	evidence4	rain	bare	It&quotechars raining.	0.742142857142857	reportative	indirect	speaker
34	9086	Dinner is ready.	English	31	F	3	2	Yes		1.3554	0.99	evidence1	dinner	bare	Dinner is ready.	0.93	perceptual	direct	listener
34	9778	It must be raining.	English	20	F	2	2	Yes		3.30536666666667	0.88	evidence2	rain	must	It must be raining.	0.9175	inferential	indirect	speaker
34	11458	It's probably raining.	English	31	F	4	2	Yes		1.3554	0.59	evidence4	rain	probably	It's probably raining.	0.742142857142857	reportative	indirect	listener
34	12394	The coffee is probably cold.	English	20	F	4	2	Yes		3.30536666666667	0.61	evidence3	coffee	probably	The coffee is probably cold.	0.95	inferential	indirect	speaker
34	12515	Dinner is ready.	English	20	F	3	2	Yes		3.30536666666667	1	evidence1	dinner	bare	Dinner is ready.	0.93	perceptual	direct	speaker
34	14612	The coffee might be cold.	English	31	F	1	2	Yes		1.3554	0.78	evidence1	coffee	might	The coffee might be cold.	0.916	perceptual	direct	listener
34	16008	The neighbor&quotechars dog might be barking.	English	20	F	1	2	Yes		3.30536666666667	0.64	evidence2	dog	might	The neighbor&quotechars dog might be barking.	0.734285714285714	inferential	indirect	speaker
34	21411	The neighbor's dog must be barking.	English	31	M	2	2	Yes		1.3554	0.88	evidence2	dog	must	The neighbor's dog must be barking.	0.734285714285714	inferential	indirect	listener
35	10216	The neighbor's dog is barking.	English	30	M	3	2	Yes	Thanks!	1.73598333333333	0.98	evidence2	dog	bare	The neighbor's dog is barking.	0.734285714285714	inferential	indirect	listener
35	11008	It might be raining.	English	28	F	4	2	Yes		1.76218333333333	0.49	evidence4	rain	might	It might be raining.	0.742142857142857	reportative	indirect	speaker
35	13118	Dinner is ready.	English	28	F	2	2	Yes		1.76218333333333	1	evidence1	dinner	bare	Dinner is ready.	0.93	perceptual	direct	speaker
35	15311	The coffee might be cold.	English	30	M	4	2	Yes	Thanks!	1.73598333333333	0.47	evidence3	coffee	might	The coffee might be cold.	0.95	inferential	indirect	listener
35	15551	The neighbor&quotechars dog must be barking.	English	28	M	3	2	Yes		1.76218333333333	0.85	evidence2	dog	must	The neighbor&quotechars dog must be barking.	0.734285714285714	inferential	indirect	speaker
35	16112	Dinner is probably ready.	English	30	M	2	2	Yes	Thanks!	1.73598333333333	0.7	evidence3	dinner	probably	Dinner is probably ready.	0.85	inferential	indirect	listener
35	24219	It must be raining.	English	30	F	1	2	Yes	Thanks!	1.73598333333333	0.93	evidence2	rain	must	It must be raining.	0.9175	inferential	indirect	listener
35	30797	The coffee is probably cold.	English	28	F	1	2	Yes		1.76218333333333	0.74	evidence3	coffee	probably	The coffee is probably cold.	0.95	inferential	indirect	speaker
36	12552	The coffee must be cold.	english	21	M	2	1	Yes		2.22488333333333	0.38	evidence5	coffee	must	The coffee must be cold.	0.5825	inferential	indirect	listener
36	12736	It's probably raining.	english	21	F	4	1	Yes		2.22488333333333	0.7	evidence2	rain	probably	It's probably raining.	0.9175	inferential	indirect	listener
36	28271	It&quotechars probably raining.	English	31	M	3	2	Yes	Unique and interesting.	3.26436666666667	0.82	evidence2	rain	probably	It&quotechars probably raining.	0.9175	inferential	indirect	speaker
36	29680	Dinner might be ready.	english	21	M	3	1	Yes		2.22488333333333	0.38	evidence4	dinner	might	Dinner might be ready.	0.655384615384615	inferential	indirect	listener
36	32973	The coffee is cold.	English	31	F	4	2	Yes	Unique and interesting.	3.26436666666667	1	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	speaker
36	39614	The neighbor&quotechars dog must be barking.	English	31	M	2	2	Yes	Unique and interesting.	3.26436666666667	0.69	evidence2	dog	must	The neighbor&quotechars dog must be barking.	0.734285714285714	inferential	indirect	speaker
36	50244	Dinner might be ready.	English	31	M	1	2	Yes	Unique and interesting.	3.26436666666667	0.49	evidence3	dinner	might	Dinner might be ready.	0.85	inferential	indirect	speaker
36	58753	The neighbor's dog is barking.	english	21	M	1	1	Yes		2.22488333333333	1	evidence1	dog	bare	The neighbor's dog is barking.	0.916	perceptual	direct	listener
37	11613	Dinner is ready.	English	21	F	3	2	Confused	I liked the survey.	1.8587	1	evidence1	dinner	bare	Dinner is ready.	0.93	perceptual	direct	listener
37	11905	The coffee is cold.	english	22	M	3	2	Yes		1.97186666666667	0.96	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	speaker
37	12962	Dinner must be ready.	english	22	F	1	2	Yes		1.97186666666667	0.97	evidence4	dinner	must	Dinner must be ready.	0.655384615384615	inferential	indirect	speaker
37	13986	The coffee might be cold.	English	21	M	2	2	Confused	I liked the survey.	1.8587	0.85	evidence3	coffee	might	The coffee might be cold.	0.95	inferential	indirect	listener
37	17977	It's probably raining.	English	21	F	4	2	Confused	I liked the survey.	1.8587	0.67	evidence5	rain	probably	It's probably raining.	0.573333333333333	inferential	indirect	listener
37	19445	The neighbor&quotechars dog is probably barking.	english	22	M	4	2	Yes		1.97186666666667	0.71	evidence3	dog	probably	The neighbor&quotechars dog is probably barking.	0.668333333333333	inferential	indirect	speaker
37	23258	It might be raining.	english	22	M	2	2	Yes		1.97186666666667	0.44	evidence2	rain	might	It might be raining.	0.9175	inferential	indirect	speaker
37	27679	The neighbor's dog must be barking.	English	21	F	1	2	Confused	I liked the survey.	1.8587	0.73	evidence5	dog	must	The neighbor's dog must be barking.	0.487142857142857	inferential	indirect	listener
38	7587	The neighbor's dog is barking.	English	27	F	3	1	Yes		1.07493333333333	0.96	evidence2	dog	bare	The neighbor's dog is barking.	0.734285714285714	inferential	indirect	listener
38	9568	It must be raining.	English	27	M	4	1	Yes		1.07493333333333	0.53	evidence3	rain	must	It must be raining.	0.89	inferential	indirect	listener
38	11824	The coffee might be cold.	English	27	F	2	1	Yes		1.07493333333333	0.7	evidence3	coffee	might	The coffee might be cold.	0.95	inferential	indirect	listener
38	20512	Dinner is probably ready.	English	27	M	1	1	Yes		1.07493333333333	0.73	evidence4	dinner	probably	Dinner is probably ready.	0.655384615384615	inferential	indirect	listener
38	23187	The neighbor&quotechars dog might be barking.	English	26	F	4	2	Yes	No comments.	2.8636	0.52	evidence2	dog	might	The neighbor&quotechars dog might be barking.	0.734285714285714	inferential	indirect	speaker
38	28301	Dinner is probably ready.	English	26	F	3	2	Yes	No comments.	2.8636	0.59	evidence3	dinner	probably	Dinner is probably ready.	0.85	inferential	indirect	speaker
38	31365	The coffee must be cold.	English	26	M	2	2	Yes	No comments.	2.8636	0.59	evidence3	coffee	must	The coffee must be cold.	0.95	inferential	indirect	speaker
38	41427	It&quotechars raining.	English	26	M	1	2	Yes	No comments.	2.8636	1	evidence1	rain	bare	It&quotechars raining.	0.935454545454545	perceptual	direct	speaker
39	6928	The neighbor's dog is probably barking.	English	22	M	4	1	Yes		0.9429	0.73	evidence2	dog	probably	The neighbor's dog is probably barking.	0.734285714285714	inferential	indirect	listener
39	8678	Dinner is ready.	English	22	M	3	1	Yes		0.9429	0.77	evidence1	dinner	bare	Dinner is ready.	0.93	perceptual	direct	listener
39	9519	The coffee might be cold.	English	22	F	1	1	Yes		0.9429	0.7	evidence3	coffee	might	The coffee might be cold.	0.95	inferential	indirect	listener
39	11373	It must be raining.	English	22	F	2	1	Yes		0.9429	0.9	evidence3	rain	must	It must be raining.	0.89	inferential	indirect	listener
39	15713	It&quotechars raining.	English	26	M	3	2	Yes		1.82098333333333	0.99	evidence1	rain	bare	It&quotechars raining.	0.935454545454545	perceptual	direct	speaker
39	16124	The neighbor&quotechars dog is probably barking.	English	26	M	4	2	Yes		1.82098333333333	0.61	evidence5	dog	probably	The neighbor&quotechars dog is probably barking.	0.487142857142857	inferential	indirect	speaker
39	16279	The coffee might be cold.	English	26	M	2	2	Yes		1.82098333333333	0.93	evidence3	coffee	might	The coffee might be cold.	0.95	inferential	indirect	speaker
39	31670	Dinner must be ready.	English	26	F	1	2	Yes		1.82098333333333	0.76	evidence3	dinner	must	Dinner must be ready.	0.85	inferential	indirect	speaker
40	10637	The coffee is cold.	English	27	F	3	2	Yes		1.51408333333333	0.77	evidence2	coffee	bare	The coffee is cold.	0.743333333333333	perceptual	indirect	listener
40	12477	Dinner might be ready.	English	27	F	4	2	Yes		1.51408333333333	0.47	evidence3	dinner	might	Dinner might be ready.	0.85	inferential	indirect	listener
40	13455	The coffee must be cold.	Patois	37	M	4	1	Yes		2.73633333333333	0.93	evidence2	coffee	must	The coffee must be cold.	0.743333333333333	perceptual	indirect	speaker
40	21124	The neighbor's dog is probably barking.	English	27	F	2	2	Yes		1.51408333333333	0.47	evidence3	dog	probably	The neighbor's dog is probably barking.	0.668333333333333	inferential	indirect	listener
