workerid	rt	name	item	gender	sentence	item_type	response	slide_number_in_experiment	language	enjoyment	gender	age	comments	asses	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes	evidence	evidence_type	evidence_subtype	evidence_type_greg	evidence_subtype_greg
15	19160	Laura	coffee	F	The coffee is probably cold.	probably	0.94	6	english	1	Male	22		Yes	2	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	33CID57104SQ4BMSY0CATSMN2Q2L3M	15	Submitted	Thu Nov 27 08:30:19 PST 2014	Mon Nov 24 08:27:08 PST 2014	Mon Nov 24 08:30:19 PST 2014						[]	{}	3.153966667	She had some or it's been sitting out for a while.	perceptual	experience	inferential_perceptual	
15	32715	Edward	dog	M	I know the neighbor's dog is barking.	know	0.94	7	english	1	Male	22		Yes	2	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	33CID57104SQ4BMSY0CATSMN2Q2L3M	15	Submitted	Thu Nov 27 08:30:19 PST 2014	Mon Nov 24 08:27:08 PST 2014	Mon Nov 24 08:30:19 PST 2014						[]	{}	3.153966667	'He probably heard it in his office or saw it from a window.'	perceptual	hearing	perceptual	
15	16297	Richard	rain	M	It's raining.	bare	0.98	8	english	1	Male	22		Yes	2	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	33CID57104SQ4BMSY0CATSMN2Q2L3M	15	Submitted	Thu Nov 27 08:30:19 PST 2014	Mon Nov 24 08:27:08 PST 2014	Mon Nov 24 08:30:19 PST 2014						[]	{}	3.153966667	'He has a window or was outside'	perceptual	experience	perceptual	
16	14077	Heather	sun	F	It must be sunny out.	must	0.92	3		-1				Yes	-1	Mac	800	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3J88R45B2GXSBU84AHC5HPKBEV4PXO	16	Submitted	Thu Nov 27 08:30:30 PST 2014	Mon Nov 24 08:27:28 PST 2014	Mon Nov 24 08:30:30 PST 2014						[]	{}	2.9754	'She can see.'	perceptual	seeing	perceptual	
16	11255	Cynthia	coffee	F	The coffee is probably cold.	probably	0.74	4		-1				Yes	-1	Mac	800	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3J88R45B2GXSBU84AHC5HPKBEV4PXO	16	Submitted	Thu Nov 27 08:30:30 PST 2014	Mon Nov 24 08:27:28 PST 2014	Mon Nov 24 08:30:30 PST 2014						[]	{}	2.9754	'Cynthia knows how long its been there'	inferential		inferential	
16	15368	Michael	dinner	M	Dinner might be ready.	might	0.3	5		-1				Yes	-1	Mac	800	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3J88R45B2GXSBU84AHC5HPKBEV4PXO	16	Submitted	Thu Nov 27 08:30:30 PST 2014	Mon Nov 24 08:27:28 PST 2014	Mon Nov 24 08:30:30 PST 2014						[]	{}	2.9754	'How would he know? Maybe he smells it'	perceptual	smelling	perceptual	
16	102225	Julie	dog	F	I know the neighbor's dog is barking.	know	0.87	6		-1				Yes	-1	Mac	800	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3J88R45B2GXSBU84AHC5HPKBEV4PXO	16	Submitted	Thu Nov 27 08:30:30 PST 2014	Mon Nov 24 08:27:28 PST 2014	Mon Nov 24 08:30:30 PST 2014						[]	{}	2.9754	'Julie is used to the sound'	inferential		perceptual	
16	13041	Carolyn	train	F	The train is late.	bare	0.96	7		-1				Yes	-1	Mac	800	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3J88R45B2GXSBU84AHC5HPKBEV4PXO	16	Submitted	Thu Nov 27 08:30:30 PST 2014	Mon Nov 24 08:27:28 PST 2014	Mon Nov 24 08:30:30 PST 2014						[]	{}	2.9754	'Carolyn pays attention to the schedule.'	inferential		inferential	
16	12185	Brenda	rain	F	I think it's raining.	think	0.69	8		-1				Yes	-1	Mac	800	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3J88R45B2GXSBU84AHC5HPKBEV4PXO	16	Submitted	Thu Nov 27 08:30:30 PST 2014	Mon Nov 24 08:27:28 PST 2014	Mon Nov 24 08:30:30 PST 2014						[]	{}	2.9754	'Brenda hears the rain.'	perceptual	hearing	perceptual	
17	15913	Sharon	dog	F	I know the neighbor's dog is barking.	know	0.84	3	English	1	Female	29		Yes	3	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	32RIADZISS3YQK0MINEUFJSO8K5S4R	17	Submitted	Thu Nov 27 08:30:32 PST 2014	Mon Nov 24 08:27:51 PST 2014	Mon Nov 24 08:30:32 PST 2014						[]	{}	2.626066667	'she heard it'	perceptual	hearing	perceptual	
17	16878	Christopher	train	M	The train might be late.	might	0.61	4	English	1	Female	29		Yes	3	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	32RIADZISS3YQK0MINEUFJSO8K5S4R	17	Submitted	Thu Nov 27 08:30:32 PST 2014	Mon Nov 24 08:27:51 PST 2014	Mon Nov 24 08:30:32 PST 2014						[]	{}	2.626066667	'saw on the schedule it was running late'	perceptual	seeing	reportative	
17	25231	Charles	rain	M	It must be raining.	must	0.75	5	English	1	Female	29		Yes	3	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	32RIADZISS3YQK0MINEUFJSO8K5S4R	17	Submitted	Thu Nov 27 08:30:32 PST 2014	Mon Nov 24 08:27:51 PST 2014	Mon Nov 24 08:30:32 PST 2014						[]	{}	2.626066667	'heard the rain'	perceptual	hearing	perceptual	
17	11152	Eric	dinner	M	I think dinner is ready.	think	0.69	6	English	1	Female	29		Yes	3	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	32RIADZISS3YQK0MINEUFJSO8K5S4R	17	Submitted	Thu Nov 27 08:30:32 PST 2014	Mon Nov 24 08:27:51 PST 2014	Mon Nov 24 08:30:32 PST 2014						[]	{}	2.626066667	'smelled it'	perceptual	smelling	perceptual	
17	6587	Timothy	coffee	M	The coffee is cold.	bare	0.98	7	English	1	Female	29		Yes	3	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	32RIADZISS3YQK0MINEUFJSO8K5S4R	17	Submitted	Thu Nov 27 08:30:32 PST 2014	Mon Nov 24 08:27:51 PST 2014	Mon Nov 24 08:30:32 PST 2014						[]	{}	2.626066667	'tasted it'	perceptual	tasting	perceptual	
17	12681	Matthew	sun	M	It's probably sunny out.	probably	0.73	8	English	1	Female	29		Yes	3	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	32RIADZISS3YQK0MINEUFJSO8K5S4R	17	Submitted	Thu Nov 27 08:30:32 PST 2014	Mon Nov 24 08:27:51 PST 2014	Mon Nov 24 08:30:32 PST 2014						[]	{}	2.626066667	'it was sunny earlier'	inferential		perceptual	
18	24058	Jack	dinner	M	Dinner is ready.	bare	0.99	3	English	1	Female	30		Yes	3	Windows	900	1440	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3C44YUNSI1OEDO3NJHBTNIHJYDSDPA	18	Submitted	Thu Nov 27 08:30:43 PST 2014	Mon Nov 24 08:28:21 PST 2014	Mon Nov 24 08:30:43 PST 2014						[]	{}	2.3453	'He may have bought/cooked it.'	perceptual_uncertain		perceptual	
18	20518	Justin	dog	M	The neighbor's dog is probably barking.	probably	0.46	4	English	1	Female	30		Yes	3	Windows	900	1440	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3C44YUNSI1OEDO3NJHBTNIHJYDSDPA	18	Submitted	Thu Nov 27 08:30:43 PST 2014	Mon Nov 24 08:28:21 PST 2014	Mon Nov 24 08:30:43 PST 2014						[]	{}	2.3453	He probably doesn't know.	neg		neg	
18	18903	Julie	train	F	I think the train is late.	think	0.81	5	English	1	Female	30		Yes	3	Windows	900	1440	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3C44YUNSI1OEDO3NJHBTNIHJYDSDPA	18	Submitted	Thu Nov 27 08:30:43 PST 2014	Mon Nov 24 08:28:21 PST 2014	Mon Nov 24 08:30:43 PST 2014						[]	{}	2.3453	'She may have been waiting for the train'	perceptual_uncertain		perceptual	
18	10811	Gary	rain	M	I know it's raining.	know	0.99	6	English	1	Female	30		Yes	3	Windows	900	1440	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3C44YUNSI1OEDO3NJHBTNIHJYDSDPA	18	Submitted	Thu Nov 27 08:30:43 PST 2014	Mon Nov 24 08:28:21 PST 2014	Mon Nov 24 08:30:43 PST 2014						[]	{}	2.3453	'He looked outside.'	perceptual	seeing	perceptual	
18	15400	Brandon	coffee	M	The coffee might be cold.	might	0.9	7	English	1	Female	30		Yes	3	Windows	900	1440	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3C44YUNSI1OEDO3NJHBTNIHJYDSDPA	18	Submitted	Thu Nov 27 08:30:43 PST 2014	Mon Nov 24 08:28:21 PST 2014	Mon Nov 24 08:30:43 PST 2014						[]	{}	2.3453	'He tried to get coffee for himself.'	perceptual	experience	perceptual	
18	27190	Angela	sun	F	It must be sunny out.	must	0.15	8	English	1	Female	30		Yes	3	Windows	900	1440	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3C44YUNSI1OEDO3NJHBTNIHJYDSDPA	18	Submitted	Thu Nov 27 08:30:43 PST 2014	Mon Nov 24 08:28:21 PST 2014	Mon Nov 24 08:30:43 PST 2014						[]	{}	2.3453	She would not know if there aren't any windows.	neg		neg	
19	29438	Stephanie	dog	F	The neighbor's dog must be barking.	must	0.59	3	English	2	Male	21	This was interesting.. Would love to know about the goals	Yes	2	Mac	900	1440	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3IFS6Q0HJIISYRZ13CGY9K27D27ISX	19	Submitted	Thu Nov 27 08:30:50 PST 2014	Mon Nov 24 08:27:49 PST 2014	Mon Nov 24 08:30:50 PST 2014						[]	{}	2.967966667	'She heard it before she walked in\n'	reportative		perceptual	
19	25602	Linda	train	F	The train might be late.	might	0.46	4	English	2	Male	21	This was interesting.. Would love to know about the goals	Yes	2	Mac	900	1440	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3IFS6Q0HJIISYRZ13CGY9K27D27ISX	19	Submitted	Thu Nov 27 08:30:50 PST 2014	Mon Nov 24 08:27:49 PST 2014	Mon Nov 24 08:30:50 PST 2014						[]	{}	2.967966667	'Someone is late to work who arrives by train.'	inferential		inferential	
19	20306	George	coffee	M	I think the coffee is cold.	think	0.57	5	English	2	Male	21	This was interesting.. Would love to know about the goals	Yes	2	Mac	900	1440	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3IFS6Q0HJIISYRZ13CGY9K27D27ISX	19	Submitted	Thu Nov 27 08:30:50 PST 2014	Mon Nov 24 08:27:49 PST 2014	Mon Nov 24 08:30:50 PST 2014						[]	{}	2.967966667	'He is drinking it.'	perceptual	tasting	perceptual	
19	14822	Melissa	dinner	F	Dinner is ready.	bare	0.5	6	English	2	Male	21	This was interesting.. Would love to know about the goals	Yes	2	Mac	900	1440	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3IFS6Q0HJIISYRZ13CGY9K27D27ISX	19	Submitted	Thu Nov 27 08:30:50 PST 2014	Mon Nov 24 08:27:49 PST 2014	Mon Nov 24 08:30:50 PST 2014						[]	{}	2.967966667	'She helped prepare it.'	perceptual	experience	perceptual	
19	18725	Thomas	rain	M	I know it's raining.	know	0.73	7	English	2	Male	21	This was interesting.. Would love to know about the goals	Yes	2	Mac	900	1440	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3IFS6Q0HJIISYRZ13CGY9K27D27ISX	19	Submitted	Thu Nov 27 08:30:50 PST 2014	Mon Nov 24 08:27:49 PST 2014	Mon Nov 24 08:30:50 PST 2014						[]	{}	2.967966667	'He looked outside before walking in.'	perceptual	seeing	perceptual	
19	16433	Carolyn	sun	F	It's probably sunny out.	probably	0.37	8	English	2	Male	21	This was interesting.. Would love to know about the goals	Yes	2	Mac	900	1440	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3IFS6Q0HJIISYRZ13CGY9K27D27ISX	19	Submitted	Thu Nov 27 08:30:50 PST 2014	Mon Nov 24 08:27:49 PST 2014	Mon Nov 24 08:30:50 PST 2014						[]	{}	2.967966667	'She has been outside today.'	perceptual	experience	perceptual	
20	28701	Jennifer	dinner	F	I know dinner is ready.	know	0.91	3	english	1	Male	29		Yes	3	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3X4MXAO0BGNYY7JTD4K8K16J6BLRWO	20	Submitted	Thu Nov 27 08:30:51 PST 2014	Mon Nov 24 08:27:28 PST 2014	Mon Nov 24 08:30:51 PST 2014						[]	{}	2.638166667	'She heard from someone else'	reportative		reportative	
20	17150	Dorothy	train	F	I think the train is late.	think	0.59	4	english	1	Male	29		Yes	3	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3X4MXAO0BGNYY7JTD4K8K16J6BLRWO	20	Submitted	Thu Nov 27 08:30:51 PST 2014	Mon Nov 24 08:27:28 PST 2014	Mon Nov 24 08:30:51 PST 2014						[]	{}	2.638166667	'She heard on the radio'	reportative		reportative	
20	12167	George	coffee	M	The coffee is cold.	bare	0.97	5	english	1	Male	29		Yes	3	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3X4MXAO0BGNYY7JTD4K8K16J6BLRWO	20	Submitted	Thu Nov 27 08:30:51 PST 2014	Mon Nov 24 08:27:28 PST 2014	Mon Nov 24 08:30:51 PST 2014						[]	{}	2.638166667	'he felt it'	perceptual	haptic	perceptual	
20	23315	Ruth	sun	F	It must be sunny out.	must	0.8	6	english	1	Male	29		Yes	3	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3X4MXAO0BGNYY7JTD4K8K16J6BLRWO	20	Submitted	Thu Nov 27 08:30:51 PST 2014	Mon Nov 24 08:27:28 PST 2014	Mon Nov 24 08:30:51 PST 2014						[]	{}	2.638166667	'She saw it out of another window'	perceptual	seeing	perceptual	
